fine_label utterance	
GHOST:ghost	Este documento contém correspondência por e-mail entre os funcionários da Monsanto Daniel Goldstein, Yong Gao, Eric Sachs, Susan Martino-Catt et al. em relação à Campanha Anti-Glifosato na Alemanha, onde Goldstein escreveu sobre a ampla solução da Monsanto: "Estamos certamente conscientes e preparados para apoiar este esforço. A nova série de publicações sobre o Glifosato (Williams 2012/repro, Mink 2012 /epi não-cancerígena, Mandel - resultados pendentes-cancerígenos, etc.) foi concebida para apoiar este esforço entre outros propósitos."
GHOST:ghost	Nestes documentos, o cientista da Monsanto David Saltmiras admite ter escrito manuscritos de literatura sobre genotoxicidade do glifosato com Larry Kier, um consultor da Monsanto (MONGLY02145925). A correspondência por e-mail também detalha como adicionar o cientista David Kirkland ao estudo “acrescentaria credibilidade”. (MONGLY02145918) “Adicionar David Kirkland como coautor de ambos os artigos de revisão acrescentaria £14.000 (libras Stirling) ao projeto, que dividido por 25 parece um investimento justo”, escreve Christophe Gustin (Monsanto EU) em uma discussão sobre possíveis coautores para literatura sobre genotoxicidade do glifosato. David Saltmiras escreve que adicionar a experiência de Kirkland ao manuscrito sobre genotoxicidade “tem um prêmio”: “David Kirkland acredita que seus esforços serão inferiores a 10 dias a £ 1.400/dia (equivalente a US$ 21.780 com a taxa de câmbio atual), então estamos efetivamente dobrando o custo dos projetos combinados, mas colhendo valor/credibilidade significativos do envolvimento de David Kirkland. Dado o número crescente de publicações questionáveis ​​sobre genotoxicidade, em meu lembre-se de que vale a pena o custo adicional.
GHOST:ghost	Este documento é um e-mail do Dr. Heydens onde o Dr. Saltmiras “Entre em contato com Wallace Hayes para determinar sua disponibilidade e taxas para participar da reunião.”
GHOST:ghost	E-mail contendo discussões entre David Saltmiras e Larry Kier e David Kirkland sobre o manuscrito de Kier & Kirkland (2012) daqui para frente.
GHOST:ghost	MONGLY01123608 é um e-mail em que David Saltmiras discute adições rastreadas a Kier & Kirkland (2012) MONGLY01123609 é o anexo do e-mail acima contendo as edições de David Saltmiras no manuscrito de Kier & Kirkland
GHOST:ghost	Rascunho do Manuscrito de Kier & Kirkland
GHOST:ghost	MONGLY01129165 contém correspondência por e-mail entre David Saltmiras da Monsanto e um consultor em relação ao coautor e inclui o rascunho do manuscrito “Revisão de Estudos de Genotoxicidade de Glifosato e Formulações Baseadas em Glifosato”. O consultor escreve: "Acabei de falar com R. McClellan. É possível adicioná-lo como coautor. Preciso enviar um e-mail para Roger apoiando isso e ele me deu algumas orientações sobre isso." MONGLY01129167 é um rascunho do manuscrito: Revisão de estudos de genotoxicidade de glifosato e formulações à base de glifosato com Saltmiras listado como autor.
GHOST:ghost	Este documento contém correspondência por e-mail entre David Saltmiras da Monsanto e os consultores Larry Kier e [REDIGIDO] sobre a questão de saber se Saltmiras deveria ser adicionado como autor a um artigo no qual ele fez contribuições significativas. Saltmiras escreve que este é o “quinto manuscrito relacionado ao glifosato com o qual estive envolvido nos últimos anos sem coautoria”. Larry Keir reclama que adicionar Saltmiras significaria que “os autores não seriam mais ‘independentes’”.
GHOST:ghost	Discussão sobre a adição de David Saltmiras como autor do manuscrito de Kier & Kirkland (2012).
GHOST:ghost	MONGLY01995675 é uma troca de e-mail na qual John Vicini considera se deve ser um ghostwriter do artigo anexo (MONGLY01995676) Tendências de desempenho animal nos Estados Unidos e na União Europeia antes e durante a adoção de culturas geneticamente modificadas
GHOST:ghost	Formulário interno de autorização de manuscrito referente ao estudo de Greim
GHOST:ghost	Monsanto Email Re: Pagamento a Keith Solomon
GHOST:ghost	Donna Farmer afirmando que Saltmiras fez um “bom trabalho” trabalhando com Larry Kier na publicação Kier & Kirkland (2012).
GHOST:ghost	Este documento contém correspondência por e-mail entre David Saltmiras e Shawna Lemke da Monsanto sobre a lista de publicações, onde Saltmiras escreve: “Principais publicações das quais não sou coautor (e justificadamente para todas, exceto a primeira)”
GHOST:ghost	Este documento contém correspondência por e-mail entre David Saltmiras da Monsanto e o editor da Critical Reviews in Toxicology, Roger McClellen, sobre o status e revisores do manuscrito de carcinogenicidade do glifosato, onde Saltmiras escreve: “O artigo sobre a carcinogenicidade do glifosato ainda está em análise interna (advogados).”
GHOST:ghost	Este documento é um comunicado de imprensa da Monsanto promovendo o artigo “Avaliação de segurança e avaliação de risco do herbicida Roundup e seu ingrediente ativo, glifosato para humanos” em nomes de Williams, Kroes e Munro (2000)
GHOST:ghost	Estes documentos contêm correspondências por e-mail entre William Heydens e outros funcionários da Monsanto. Numa troca, Heydens sugere adicionar nomes de especialistas a artigos científicos para reduzir custos (uma prática usada pela Monsanto no passado): "Uma opção seria adicionar Greim e Kier ou Kirkland para ter seus nomes na publicação, mas estaríamos mantendo o custo baixo se escrevêssemos e eles apenas editariam e assinariam seus nomes, por assim dizer. Lembre-se de que foi assim que lidamos com Williams Kroes & Munro, 2000".
GHOST:ghost	Este documento contém uma troca de e-mails entre David Saltmiras da Monsanto, William Heydens, Donna Farmer e outros sobre o planejamento da IARC. Heydens descreve um plano para publicar artigos escritos por fantasmas em revistas de toxicologia. Saltmiras contatou o editor Roger McClellen da Critical Reviews in Toxicology sobre a preparação de uma “história muito convincente” sobre o glifosato. Heydens responde: “Se ele não quiser executá-lo em CRT, tenho certeza de que poderemos encontrar algum diário para fazê-lo”.
GHOST:ghost	Esta cadeia de e-mails é correspondência entre David Saltmiras da Monsanto, editor da Critical Reviews in Toxicology, Roger McClellen, e Charles Whalley, proprietário do jornal Taylor & Francis, sobre a promoção de artigos patrocinados pela Monsanto que defendem o glifosato em antecipação à classificação de perigo cancerígeno do glifosato pela IARC. Kier reclama que o resumo de seu artigo fornecido por Saltmiras não caracteriza com precisão seu artigo e ele se sente desconfortável com a publicidade direcionada ao estudo de biomonitoramento. Em KIERPROD00027004, o Dr. Kier observa preocupação com um resumo de seu artigo redigido pela Monsanto: “Eu realmente não quero ter absolutos inadequados representando esta revisão.”
GHOST:ghost	MONGLY01087311 contém correspondência por e-mail entre David Saltmiras da Monsanto e o editor da Critical Reviews in Toxicology, Roger McClellen, e o consultor Larry Kier sobre Greim et al. (2015) e Kier (2015) resumos, resumos e frases de efeito, onde Kier escreve: “Não sei quem escreveu o 'Resumo' do meu artigo e certamente não quero ofendê-los, mas não é a maneira que eu teria redigido e eu pessoalmente não gostaria que isso fosse usado para caracterizar meu artigo.
GHOST:ghost	O consultor da Monsanto, Larry Kier, preocupado com a afiliação à Monsanto.
GHOST:ghost	MONGLY01005425 é um documento que contém correspondência por e-mail entre Eric Sachs (Monsanto) e Henry Miller, colaborador da Forbes e membro do instituto Stanford Hoover. Sachs pergunta ao Sr. Miller: "Você está interessado em escrever uma coluna sobre este tópico? Idealmente, seu artigo precederia a decisão da IARC. Por que não definir o peso das evidências científicas antes da reunião da IARC? Então, independentemente do que eles façam, seu artigo preparará o terreno para uma resposta baseada na ciência." em *2. Além disso, Sachs informa aos seus colegas da Monsanto: "Henry concordou em escrever um artigo na Forbes.com. John trabalhará com uma equipe interna para fornecer um rascunho e Henry irá editar/acrescentar para torná-lo seu." em *1. MONGLY06994696 é uma continuação do e-mail descrito acima.
GHOST:ghost	Este documento contém correspondência por e-mail entre vários funcionários da Monsanto e Henry Miller. A Monsanto pede ao Sr. Miller que escreva sobre a decisão da IARC e o Sr. Miller responde com um pedido de um “rascunho de alta qualidade”. em *6. Eric Sachs (Monsanto) informa ao Sr. Miller que “Temos um rascunho quase pronto e enviaremos a você amanhã”. em *5.
GHOST:ghost	MONGLY02733179 é uma correspondência por e-mail entre Jennifer Listello, William Heydens e Kelly Clauss com um anexo (MONGLY02733180) Rascunho da lista de especialistas em glifosato: 18 de março de 2015
GHOST:ghost	Este documento contém correspondência por e-mail entre John Acquavella e funcionários da Monsanto, Donna Farmer, William Heydens e outros, sobre NEED INPUT: Relatório da OMS sobre Glifosato e Câncer-Sessão do ICABR em junho.
GHOST:ghost	Esta é uma apresentação da Monsanto delineando estratégias em resposta ao relatório da IARC. Uma sugestão: ‘Publicação sobre dados de carcinogenicidade animal’ poderia ser completada com “[a] maioria dos escritos feitos pela Monsanto, mantendo o OS$ baixo”.
GHOST:ghost	Este documento contém correspondência por e-mail entre Michael Koch e Dr. William Heydens sobre “Atividades Pós-IARC para Apoiar o Glifosato”. O Dr. Heydens identifica explicitamente um dos objetivos como “Publicação de dados de animais citados pela IARC…Manuscrito a ser iniciado por Mon como escritores fantasmas”. em *1.
GHOST:ghost	Troca de e-mails entre Steven Levine, Zhang Bei, Tracey Reynolds e outros discutindo o simpósio SETAC. Steven Levine chama o simpósio SETAC de “o fórum mais importante para envolver ‘colaboradores’ acadêmicos. Esses são os embaixadores que defendem nossos produtos e nossa ciência (por exemplo, Keith Solomon, John Giesy, John Rodgers, etc.)”.
GHOST:ghost	MONGLY03500775 contém correspondência por e-mail entre funcionários da Monsanto, Jennifer Listello, David Heering e William Heydens, sobre a Proposta do Painel de Especialistas 6-24-15.pptx e inclui dois anexos, apresentações em PowerPoint, Propostas Científicas da Reunião Pós-IARC-Painel de Especialistas.pptx (MONGLY03500776) e Proposta do Painel de Especialistas 6-24-15.pptx (MONGLY03500777)
GHOST:ghost	Este documento contém correspondência por e-mail entre o funcionário da Monsanto, Daniel Goldstein, e Samuel Cohen, da UNMC, sobre a questão da IARC, do glifosato e da NHL, na qual Goldstein convida Cohen para se juntar ao painel de especialistas.
GHOST:ghost	Este documento contém trocas de e-mails entre vários funcionários atuais e ex-funcionários da Monsanto, consultores e Ashley Roberts da Intertek em relação ao Painel de Especialistas em Glifosato, e inclui um comunicado de imprensa, “Painel de terceiros para conduzir revisão da monografia da IARC sobre glifosato”.
GHOST:ghost	Consultor da Monsanto elabora perguntas sobre genotoxicidade e estresse oxidativo.
GHOST:ghost	Este documento contém correspondência por e-mail entre o consultor da Monsanto, John Acquavella, e os funcionários da Intertek, Pamela Gray e Ashley Roberts, sobre acordos exigidos de subcontratados.
GHOST:ghost	Troca de e-mails entre Karen Carter, Darla Gault, William Heydens e outros discutindo o acordo de consultoria da Intertek para o Painel de Especialistas em Glifosato.
GHOST:ghost	Este documento faz parte do arquivo de custódia do Dr. David Saltmiras e é intitulado “Atividades de Glifosato”. As atividades do Dr.
GHOST:ghost	Este documento contém correspondência por e-mail entre vários funcionários da Monsanto, onde a Dra. Donna Farmer comenta com relação ao Painel de Especialistas: “Temos outra consultoria fazendo a mesma coisa que John Acquavella está fazendo para a área de epidemiologia... Larry Kier está facilitando a área gentox do painel de especialistas. Já tivemos um contrato com Larry Kier antes. Como podemos configurar isso para Larry para que ele também possa ser pago - 12K em 2015? em *2.
GHOST:ghost	MONGLY02122931 é uma troca de e-mail entre Bill Heydens e Donna Farmer sobre o manuscrito Chang & Delzell. MONGLY02122933-MONGLY02122998 contém comentários de Bill Heydens ao manuscrito de Chang & Delzell.
GHOST:ghost	Este documento é um acordo de consultoria entre a Monsanto e Larry D. Kier, um dos indivíduos do Painel de Especialistas da Intertek. Embora o Painel de Especialistas devesse ser composto por cientistas independentes da Monsanto, o acordo de consultoria demonstra que o Dr. Kier trabalhou diretamente para a Monsanto e esta relação não foi divulgada no manuscrito publicado.
GHOST:ghost	Este documento contém correspondência por e-mail entre a funcionária da Monsanto, Donna Farmer, e os funcionários da Exponent, Ellen Chang e Elizabeth Delzell, sobre o documento revisado e o contrato assinado, e incluindo anexo, rascunho do manuscrito “Revisão sistemática e meta-análise da exposição ao glifosato e risco de cânceres linfohematopoiéticos”, onde Farmer escreve: “Obrigado pela oportunidade de revisar o rascunho do artigo e por favor veja nossos comentários sugeridos no anexo.”
GHOST:ghost	Notas manuscritas e edições do manuscrito Chang & Delzell
GHOST:ghost	MONGLY02463329 é uma troca de e-mail na qual Ellen Chang (Exponent) envia a Donna Farmer um rascunho da meta-análise do Exponent incorporando comentários de Acquavella e Sorahan. MONGLY02463331- MONGLY02463443 é a meta-análise do Expoente (anexo do e-mail acima).
GHOST:ghost	Donna Farmer comenta o rascunho da meta-análise do Exponent
GHOST:ghost	Primeiro rascunho do manuscrito do painel de especialistas de William Heydens.
GHOST:ghost	Este documento contém correspondência por e-mail entre William Heydens, funcionário da Monsanto, consultor Keith Solomon, e Ashley Roberts, funcionário da Intertek, sobre o rascunho da tabela anexa, com anexo, “Revisão da opinião da IARC sobre o glifosato (Grupo de trabalho de carcinogenicidade animal) de 18 de agosto de 2015.
GHOST:ghost	Este documento é uma fatura datada de 31 de agosto de 2015 da Monsanto para o Dr. John Acquavella no valor de US$ 20.700 por “horas de consultoria em agosto de 2015 relacionadas ao painel epidemiológico de especialistas em glifosato”. em *1.
GHOST:ghost	Lista de especialistas em glifosato e nomes de palestrantes em nome da Monsanto
GHOST:ghost	Este documento contém e-mails entre David Saltmiras da Monsanto, editor da Critical Reviews in Toxicology, Roger McClellen, e outros sobre publicidade de publicações patrocinadas pela Monsanto que defendem a segurança do glifosato contra a decisão da IARC. McClellen identifica Saltmiras como o contato da Monsanto para fornecer “pontos-chave de discussão” e [REDIGIDO] para pagamento de acesso aberto ao artigo de Greim et al (2015).
GHOST:ghost	Manuscrito de exposição de Salomão
GHOST:ghost	Este documento contém correspondência por e-mail entre Larry Kier e David Saltmiras sobre a submissão de um manuscrito do Dr. Kier para ser financiado pela Monsanto.
GHOST:ghost	Este documento contém correspondência por e-mail entre vários funcionários e consultores da Monsanto, onde o Dr. John Acquavella protesta contra as atividades de escrita fantasma da Monsanto: “Não posso participar de uma autoria enganosa em uma apresentação ou publicação… Chamamos isso de escrita fantasma e é antiético.” em *2, 3.
GHOST:ghost	Donna Farmer redline edições no manuscrito Chang (Expoente)
GHOST:ghost	Boletim interno da empresa sobre painel de especialistas
GHOST:ghost	MONGLY04724372 é uma troca de e-mail entre Marian Bleeke e Keith Solomon da Monsanto com anexo (MONGLY04724379- MONGLY04724393) contendo comentários e sugestões de alterações em seu manuscrito de exposição “independente” do Painel de Especialistas, mostrando revisão direta e revisão do manuscrito Solomon pela Monsanto, contrariamente ao reconhecimento e declaração de interesse indicando que não ocorreu tal interação e edição por parte do pessoal da Monsanto.
GHOST:ghost	Este documento contém correspondência por e-mail entre o Dr. Heydens e Ashley Roberts (Intertek), onde o Dr. em *2.
GHOST:ghost	E-mail de Anna Bickel para Bill Heydens. Anexo: Relatório do painel epi de glifosato_APÓS REVISÃO DO BILL, as alterações incorporadas precisam de abstract_1_7_15. Bickel escreve para Heydens que o anexo (MONGLY01003670- MONGLY01003731) é o final “exceto pela adição do resumo; sempre que você conseguir, eu o adicionarei”.
GHOST:ghost	Este documento contém correspondência por e-mail de 2016 entre os Drs. Acquavella e Heydens discutindo a consultoria do Dr. Acquavella para a Monsanto “em litígios sobre glifosato”. em *2.
GHOST:ghost	Os documentos contêm correspondência por e-mail entre o Dr. William Heydens e Ashley Roberts (Intertek), onde o Dr. A minuta editada também está anexada e contestada por confidencialidade. 37
GHOST:ghost	Rascunho do documento de exposição de Solomon de 2016
GHOST:ghost	MONGLY00998682 contém correspondência por e-mail entre o funcionário da Monsanto William Heydens, o funcionário da Intertek, Ashley Roberts e outros sobre Planos de Publicação, incluindo anexo (MONGLY00998686- MONGLY00998720), “Glifosato: Potencial Carcinogênico - as Conclusões da IARC (2015) - Uma Revisão Crítica por um Painel de Especialistas” com as edições de Heydens.
GHOST:ghost	Ashley Roberts envia o manuscrito do painel de especialistas para Bill Heydens para revisão.
GHOST:ghost	Este documento contém correspondência por e-mail entre William Heydens, funcionário da Monsanto, e Ashley Roberts, funcionário da Intertek, sobre o Manuscrito de Exposição, e inclui um anexo, “Glifosato na população em geral e em aplicadores: uma revisão crítica de estudos sobre exposições” em nome de Keith Solomon.
GHOST:ghost	Este documento contém correspondência por e-mail entre William Heydens, funcionário da Monsanto, e Ashley Roberts, funcionário da Intertek, sobre o Relatório de Exposição Finalizado, e inclui um anexo, “Glifosato na população em geral e em aplicadores: Uma revisão crítica de estudos sobre exposições” em nome de Keith Solomon.
GHOST:ghost	Este documento contém um e-mail do Dr. Heydens para Ashley Roberts sobre a introdução ao Manuscrito do Painel de Especialistas. Entre outras características, o rascunho do Dr. Heydens tenta transmitir “que o glifosato é realmente usado de forma expansiva”. em *1.
GHOST:ghost	Este documento contém correspondência entre o Dr. William Heydens e Ashley Roberts a respeito do Manuscrito do Painel de Especialistas. O Dr. Heydens examinou todo o documento e “indicou o que acho que deveria ficar, o que pode ir, e em alguns pontos fiz uma pequena edição. Tentei adicionar um pequeno texto: na página 10 para abordar os comentários de John sobre o uso dos critérios de Hill pelos toxicologistas... veja o que você pensa; fez sentido para mim, mas não tenho certeza se fará para outros - sinta-se à vontade para modificar e/ou executar por Cary.” em *1. A minuta editada também está anexada e contestada por confidencialidade.
GHOST:ghost	Este documento contém correspondência por e-mail entre o consultor da Monsanto, John Acquavella, e o editor do CRT, Roger McClellen, sobre Revisões Críticas em Toxicologia - Decisão sobre ID do Manuscrito BTXC-2016-0029
GHOST:ghost	Correspondência interna referente à declaração de interesse para manuscrito do painel de especialistas
GHOST:ghost	Este documento contém e-mails entre Ashley Roberts da Intertek, editor da Critical Reviews in Toxicology, Roger McClellen, o consultor Keith Solomon e Donna Farmer da Monsanto. McClellen expressa preocupação com o fato de os agradecimentos e declarações de interesse “precisarem de mais atenção” e “Se você puder dizer isso sem consultar a Monsanto, isso seria ótimo”. Na mesma cadeia, Solomon está consultando a Monsanto sobre como os dados dos estudos de exposição foram fornecidos para o artigo do qual ele é citado como autor.
GHOST:ghost	Este documento contém correspondência por e-mail entre Roger McClellan (editor da revista que publicou o Manuscrito do Painel de Especialistas) e Ashley Roberts sobre o Manuscrito do Painel de Especialistas. McClellan observa vários problemas com a estupidez inicial do Manuscrito e afirma: "Estes relatórios são essencialmente uma refutação do processo e das conclusões da IARC. Parece haver uma relutância em ser absolutamente claro na apresentação exacta do que a IARC concluiu, das conclusões dos Painéis e como elas diferem." em *4. O rascunho inicial do manuscrito em anexo também é questionado quanto à confidencialidade.
GHOST:ghost	MONGLY02310645- MONGLY02310650 é uma correspondência por e-mail em que Roger McClellan (Editor CRT) compartilha preocupações sobre os manuscritos do painel de especialistas, solicita reconhecimentos dos membros do painel de especialistas por não terem contato direto com a Monsanto e ainda inclui correspondência por e-mail entre o membro do Painel de Especialistas Keith Solomon e Donna Farmer da Monsanto. MONGLY02310651- MONGLY02310681 é o rascunho do manuscrito de Keith Solomon sobre o Glifosato na população em geral e em aplicadores: Uma revisão crítica de estudos sobre exposições (Solomon)
GHOST:ghost	Email discutindo a extensão do contrato de consultoria de John Acquavella até 9 de novembro de 2017.
GHOST:ghost	Este documento contém correspondência por e-mail entre os consultores da Monsanto, Helmut Greim, Sharon Brana (para Gary Williams), Colin Berry e Ashley Roberts da Intertek sobre a revisão do manuscrito. Os membros do Painel de Especialistas foram contatados por repórteres para dar uma declaração sobre as publicações sobre o glifosato.
GHOST:ghost	MONGLY08118035 contém correspondência por e-mail entre os funcionários da Monsanto Cole Waggoner, David Jacobs e outros sobre o e-mail não lacrado sobre fantasma onde Waggoner escreve: "O Dr. Heydens desde então esclareceu que ele usou incorretamente o termo "escrita fantasma" para descrever suas contribuições/as da Monsanto." MONGLY07930351 é uma correspondência por e-mail entre David Jacobs, Cole Wagoner e outros sobre os e-mails fantasmas de William Heydens descobertos em litígio.
TOXIC:toxic	Resultados do estudo piloto de 28 dias enviados a Paul Wright.
TOXIC:toxic	Carta sobre discussão sobre gavagem crônica em camundongos de 18 meses.
TOXIC:toxic	Este documento contém um relatório de Hogan GK e Lankas GR (1981), A Lifetime Feeding Study of Glyphosate (Roundup Technical) in Rats, relatório da Monsanto BDN-77-416.
TOXIC:toxic	Memorando sobre a exposição do Roundup NNG em laboratório
TOXIC:toxic	Estudo sobre glifosato: plasma e medula óssea.
TOXIC:toxic	Este documento contém um estudo liderado pela Monsanto testando o N-ntirosoglifosato (“NNG”) em ratos. Antes de obter aprovação da EPA, a Monsanto conduziu este teste de carcinogenicidade de longo prazo do NNG em ratos. Os testes foram realizados fora dos laboratórios do IBT (que a Monsanto utilizou para testes de NNG até ser encerrada devido a fraude). Este estudo demonstrou um aumento estatisticamente significativo de linfomas malignos em camundongos machos. Nenhuma evidência sugere que este estudo tenha sido submetido à EPA.
TOXIC:toxic	Este documento contém um documento da EPA intitulado “Orientação para o novo registro de produtos pesticidas contendo glifosato como ingrediente ativo”. A EPA inicialmente exigiu que a Monsanto testasse a carcinogenicidade do NNG na década de 1970 e no início da década de 1980. Os testes de NNG pela Monsanto foram conduzidos principalmente pelos laboratórios do IBT, que foram encerrados na década de 1970 devido a fraude. A EPA determinou que estes estudos do NNG não eram aceitáveis ​​para demonstrar que o NNG não era mutagénico. A EPA, no entanto, não exigiu testes adicionais ao NNG, desde que a Monsanto mantivesse os níveis de NNG abaixo de 1 ppm.
TOXIC:toxic	Ações da Reunião de 17/12 sobre Mutagenicidade
