fine_label utterance	
CHEMI:chemi	The first document (MONGLY06424476) contains email correspondence between various Monsanto personnel regarding a 2002 Monsanto study which observed absorption of the surfactant (without glyphosate) in the GI Tract. Dr. Charles Healy (Monsanto) reports that the results showed “Absorption was at least 56% of dose at dosages of 1 and 10 mg/kg. Approximately 17-27% of the dose was eliminated in the urine and approximately 31-36% of the dose was found in the bile.” at *2 The second document (MONGLY06409924) contains further discussion of this issue, stating that Monsanto’s purpose for conducting the study, which was “to see results which show no GI tract absorption of a surfactant in the tallow/ether amine groups.” MONGLY06409924 at *1. Indeed, Dr. Healy states in MONGLY06424476 that: “Basically what we demonstrated was that the material is absorbed through the GI tract as shown. Nothing I am aware of that needs to be reported. We were hoping that we could demonstrate that the material was not absorbed as a means to obviate the need to perform toxicity testing with similar inert ingredients. Obviously that hope was not realized.” at *2.
CHEMI:chemi	Exposure Estimate Refinements
CHEMI:chemi	Internal discussion re absorption wherein risks of running a new study are contemplated.
CHEMI:chemi	Internal discussion re absorption wherein risks of running a new study are contemplated.
CHEMI:chemi	These documents contain email correspondence between various Monsanto personnel wherein Richard Garnett discusses the issue of acute toxicity via inhalation. Mr. Garnett states that glyphosate would be classified in the EU as “T Toxic; R23 Toxic by inhalation” based on a study he cites. at *1. The attachment is Monsanto Study “An Acute Nose-Only Inhalation Toxicity Study in Rats with Mon 78623”. This study is one of the studies referenced by Dr. Heydens in the previous (MONGLY06722561) document to conclude that “it is not outside the realm of possibilities that the 3 deaths were treatment-related.” MONGLY0672256 at *2.
CHEMI:chemi	This document contains email correspondence between Richard Garnett, David Saltmiras, Donna Farmer and other Monsanto employees discussing glyphosate ADME. Garnett writes that Monsanto “needs solid data for ADME arising from dermal exposure.” He continues: 11/10/2008 Documents Released: 3/15/2017 “The movement of glyphosate in the blood flow from dermal contact, is different to that through oral or intravenous exposure. The little data we have suggests that the excretion is significantly more through the faeces than the urine…Dermal exposure is the greatest risk of exposure for operators. Therefore, we need to be secure on the ADME of such exposure.” Unfortunately, despite Garnett’s recommendation, Monsanto declined to do additional testing on dermal absorption because the potential of finding a new glyphosate metabolite was “too risky.” The issue of whether glyphosate is excreted through the urine rather than feces is important because Monsanto only considers urine levels of glyphosate in an effort to underestimate glyphosate exposure and does not measure levels in feces. In their depositions, David Saltmiras and Donna Farmer both deny that dermally absorbed glyphosate is excreted through the feces.
CHEMI:chemi	Monsanto Spain employee admits that “a higher penetration could happen in the presence of tallow amine or other surfactants.”
CHEMI:chemi	Emails discussion re absorption wherein it is stated that “glyphosate rat ADME study also shows that levels in bone are significantly higher than those in any other tissue/organ.”
CHEMI:chemi	This document contains email correspondence between Maurice De Billot (Monsanto) and Christophe Gustin, wherein Mr. De Billot discusses the difficulties of dermal absorption using the UK POEM (The UK Predictive Operator Exposure Model) metric: “In Europe we are getting prepared to submit MON 79991 (720g/kg) for approval under the new Reg 1107/2009. We ran the UKPOEM model using a dermal penetration value of 3% and do not pass when applying 3.6kg/ha for the tractor mounted sprayer. I am aware of the set of studies that you ran on dermal absorption using pure K-salt and IPA-salt and also MON 52276 and MON 79351 which showed dermal absorption values of 1%. Putting 1% in the model we get a good result, so will need to show that the 1% dermal absorption numbers are equally valid for the MON 79991 formulation.” at *2.
CHEMI:chemi	Monsanto employees discuss Roundup dermal penetration rates.
CHEMI:chemi	Absorption, Distribution and Excretion Study Summaries
CHEMI:chemi	This document contains a segment of David Saltmiras’ deposition. The questioning centers on dermal absorption and excretion of Roundup. Saltmiras did not appear to have all the data: 1/31/2017 Documents Released: 3/15/2017 Plaintiffs Counsel: [Y]ou're aware that it's more appropriate to measure -- the excretion [of glyphosate] is significantly more in the feces than in the urine for dermal absorption of Roundup, right? Saltmiras: There is no scientific basis for saying that glyphosate absorbed through the skin is found in the feces. That's utter nonsense. I don't know where you're coming up with this.
REGUL:regul	EPA Tech Review: Toxicology, plus communications with Monsanto.
REGUL:regul	EPA comment on n-nitroso compounds in glyphosate
REGUL:regul	GLP and Protocol Compliance MAP Analytical Support Glyphosate Toxicological Studies
REGUL:regul	This document contains a letter from Dr. Orville E. Paynter to Dr. Robert Taylor re the evaluation of an IBT study wherein Dr. Paynter explains the reasons for the study’s invalidity.
REGUL:regul	This document contains a letter from Dr. Orville E. Paynter to Dr. Robert Taylor re the evaluation of an IBT study wherein Dr. Paynter explains the reasons for the study’s invalidity.
REGUL:regul	Results of Maibach study
REGUL:regul	Two memos re Roundup mouse study.
REGUL:regul	Memo re Feb. 21, 1985 meeting.
REGUL:regul	EPA consensus view of glyphosate.
REGUL:regul	Proposal to classify glyphosate as level C human carcinogen.
REGUL:regul	Mouse slides sent to Dr. Marvin Kuschner; a pathologist Monsanto hired to review kidney tissue slides cited by EPA in 1985 consensus review for Class C classification. Sent 4-3-85, signed for by Kuschner 4-14-85.
REGUL:regul	Memo re Glyphosate 1985 EPA status.
REGUL:regul	Memo re 1985 SAP meeting
REGUL:regul	Memo from F Serdy to Monsanto re mouse oncogenicity study.
REGUL:regul	This document contains data submitted by Monsanto the EPA Feb 11, 1986 SAP in support for the contention that glyphosate is not carcinogenic.
REGUL:regul	Transcript of SAP discussion
REGUL:regul	Glyphosate Re-registration Standard.
REGUL:regul	This document is titled “gly Roundup worker safety” and contains regulatory information regarding the use of PPE in the application of Roundup.
REGUL:regul	Monsanto Response to EPA Request for Historical Control Data Re: Glyphosate Feeding Study in Mice (1988)
